code,description_1,description_2,description_3,description_4,description_5
37820,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Intermittent heterotropia,"Intermittent heterotropia, unspecified"
37821,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Intermittent heterotropia,"Intermittent esotropia, monocular"
37822,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Intermittent heterotropia,"Intermittent esotropia, alternating"
37823,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Intermittent heterotropia,"Intermittent exotropia, monocular"
37824,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Intermittent heterotropia,"Intermittent exotropia, alternating"
3783,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other and unspecified heterotropia,
37830,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other and unspecified heterotropia,"Heterotropia, unspecified"
37831,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other and unspecified heterotropia,Hypertropia
37832,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other and unspecified heterotropia,Hypotropia
37833,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other and unspecified heterotropia,Cyclotropia
37834,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other and unspecified heterotropia,Monofixation syndrome
37835,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other and unspecified heterotropia,Accommodative component in esotropia
3784,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Heterophoria,
37840,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Heterophoria,"Heterophoria, unspecified"
37841,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Heterophoria,Esophoria
37842,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Heterophoria,Exophoria
37843,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Heterophoria,Vertical heterophoria
37844,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Heterophoria,Cyclophoria
37845,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Heterophoria,Alternating hyperphoria
3785,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Paralytic strabismus,
37850,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Paralytic strabismus,"Paralytic strabismus, unspecified"
37851,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Paralytic strabismus,"Third or oculomotor nerve palsy, partial"
37852,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Paralytic strabismus,"Third or oculomotor nerve palsy, total"
37853,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Paralytic strabismus,Fourth or trochlear nerve palsy
37854,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Paralytic strabismus,Sixth or abducens nerve palsy
37855,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Paralytic strabismus,External ophthalmoplegia
37856,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Paralytic strabismus,Total ophthalmoplegia
3786,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Mechanical strabismus,
37860,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Mechanical strabismus,"Mechanical strabismus, unspecified"
37861,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Mechanical strabismus,Brown's (tendon) sheath syndrome
37862,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Mechanical strabismus,Mechanical strabismus from other musculofascial disorders
37863,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Mechanical strabismus,Limited duction associated with other conditions
3787,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other specified strabismus,
37871,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other specified strabismus,Duane's syndrome
37872,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other specified strabismus,Progressive external ophthalmoplegia
37873,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other specified strabismus,Strabismus in other neuromuscular disorders
3788,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements,
37881,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements,Palsy of conjugate gaze
37882,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements,Spasm of conjugate gaze
37883,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements,Convergence insufficiency or palsy
37884,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements,Convergence excess or spasm
37885,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements,Anomalies of divergence
37886,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements,Internuclear ophthalmoplegia
37887,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Other disorders of binocular eye movements,Other dissociated deviation of eye movements
3789,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Strabismus and other disorders of binocular eye movements,Unspecified disorder of eye movements,
379,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,,
3790,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,
37900,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,"Scleritis, unspecified"
37901,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,Episcleritis periodica fugax
37902,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,Nodular episcleritis
37903,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,Anterior scleritis
37904,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,Scleromalacia perforans
37905,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,Scleritis with corneal involvement
37906,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,Brawny scleritis
37907,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,Posterior scleritis
37909,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Scleritis and episcleritis,Other scleritis and episcleritis
3791,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Other disorders of sclera,
37911,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Other disorders of sclera,Scleral ectasia
37912,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Other disorders of sclera,Staphyloma posticum
37913,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Other disorders of sclera,Equatorial staphyloma
37914,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Other disorders of sclera,"Anterior staphyloma, localized"
37915,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Other disorders of sclera,Ring staphyloma
37916,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Other disorders of sclera,Other degenerative disorders of sclera
37919,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Other disorders of sclera,Other disorders of sclera
3792,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,
37921,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,Vitreous degeneration
37922,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,Crystalline deposits in vitreous
37923,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,Vitreous hemorrhage
37924,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,Other vitreous opacities
37925,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,Vitreous membranes and strands
37926,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,Vitreous prolapse
37927,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,Vitreomacular adhesion
37929,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Disorders of vitreous body,Other disorders of vitreous
3793,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Aphakia and other disorders of lens,
37931,Diseases Of The Nervous System And Sense Organs,Disorders Of The Eye And Adnexa,Other disorders of eye,Aphakia and other disorders of lens,Aphakia
