code,description_1,description_2,description_3,description_4
378,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device",
3780,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device","Insertion Of Permanent Pacemaker, Initial Or Replacement, Type Of Device Not Specified"
3781,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device","Initial Insertion Of Single-Chamber Device, Not Specified As Rate Responsive"
3782,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device","Initial Insertion Of A Single-Chamber Device, Rate Responsive"
3783,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device",Initial Insertion Of Dual-Chamber Device
3785,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device","Replacement Of Any Type Pacemaker Device With Single-Chamber Device, Not Specified As Rate Responsive"
3786,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device","Replacement Of Any Type Pacemaker Device With Single-Chamber Device, Rate Responsive"
3787,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device",Replacement Of Any Type Pacemaker Device With Dual-Chamber Device
3789,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,"Insertion, Replacement, Removal And Revision Of Pacemaker Device",Revision Or Removal Of Pacemaker Device
379,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,
3790,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Insertion Of Left Atrial Appendage Device
3791,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Open Chest Cardiac Massage
3792,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Injection Of Therapeutic Substance Into Heart
3793,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Injection Of Therapeutic Substance Into Pericardium
3794,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,"Implantation Or Replacement Of Automatic Cardioverter/Defibrillator, Total System [Aicd]"
3795,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Implantation Of Automatic Cardioverter/Defibrillator Lead(s) Only
3796,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Implantation Of Automatic Cardioverter/Defibrillator Pulse Generator Only
3797,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Replacement Of Automatic Cardioverter/Defibrillator Lead(s) Only
3798,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Replacement Of Automatic Cardioverter/Defibrillator Pulse Generator Only
3799,Operations On The Cardiovascular System,Other Operations On Heart And Pericardium,Other Operations On Heart And Pericardium,Other
38,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",,
380,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,
3800,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Unspecified"
3801,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Intracranial Vessels"
3802,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Other Vessels Of Head And Neck"
3803,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Upper Limb Vessels"
3804,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Aorta"
3805,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Other Thoracic Vessels"
3806,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Abdominal Arteries"
3807,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Abdominal Veins"
3808,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Lower Limb Arteries"
3809,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Incision Of Vessels,"Incision Of Vessels, Lower Limb Veins"
381,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,
3810,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,"Endarterectomy, Unspecified Site"
3811,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,"Endarterectomy, Intracranial Vessels"
3812,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,"Endarterectomy, Other Vessels Of Head And Neck"
3813,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,"Endarterectomy, Upper Limb Vessels"
3814,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,"Endarterectomy, Aorta"
3815,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,"Endarterectomy, Other Thoracic Vessels"
3816,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,"Endarterectomy, Abdominal Arteries"
3818,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Endarterectomy,"Endarterectomy, Lower Limb Arteries"
382,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Diagnostic Procedures On Blood Vessels,
3821,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Diagnostic Procedures On Blood Vessels,Biopsy Of Blood Vessel
3822,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Diagnostic Procedures On Blood Vessels,Percutaneous Angioscopy
3823,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Diagnostic Procedures On Blood Vessels,Intravascular Spectroscopy
3824,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Diagnostic Procedures On Blood Vessels,Intravascular Imaging Of Coronary Vessel(B) By Optical Coherence Tomography [Oct]
3825,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Diagnostic Procedures On Blood Vessels,Intravascular Imaging Of Non-Coronary Vessel(s) By Optical Coherence Tomography [Oct]
3826,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Diagnostic Procedures On Blood Vessels,Insertion Of Implantable Pressure Sensor Without Lead For Intracardiac Or Great Vessel Hemodynamic Monitoring
3829,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Diagnostic Procedures On Blood Vessels,Other Diagnostic Procedures On Blood Vessels
383,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,
3830,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Unspecified"
3831,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Intracranial Vessels"
3832,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Other Vessels Of Head And Neck"
3833,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Upper Limb Vessels"
3834,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Aorta"
3835,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Other Thoracic Vessels"
3836,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Abdominal Arteries"
3837,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Abdominal Veins"
3838,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Lower Limb Arteries"
3839,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Anastomosis,"Resection Of Vessel With Anastomosis, Lower Limb Veins"
384,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,
3840,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Unspecified"
3841,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Intracranial Vessels"
3842,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Other Vessels Of Head And Neck"
3843,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Upper Limb Vessels"
3844,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Aorta"
3845,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Other Thoracic Vessels"
3846,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Abdominal Arteries"
3847,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Abdominal Veins"
3848,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Lower Limb Arteries"
3849,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Resection Of Vessel With Replacement,"Resection Of Vessel With Replacement, Lower Limb Veins"
385,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Ligation And Stripping Of Varicose Veins,
3850,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Ligation And Stripping Of Varicose Veins,"Ligation And Stripping Of Varicose Veins, Unspecified Site"
3851,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Ligation And Stripping Of Varicose Veins,"Ligation And Stripping Of Varicose Veins, Intracranial Vessels"
3852,Operations On The Cardiovascular System,"Incision, Excision, And Occlusion Of Vessels",Ligation And Stripping Of Varicose Veins,"Ligation And Stripping Of Varicose Veins, Other Vessels Of Head And Neck"
